Experiment,Topic,ID,Question,Response,CorrectAnswer,label
1,Statistics,205,give one example of datum collection that involve direct observation,a survey,survey,1
1,Statistics,227,give one example of datum collection that involve direct observation,the way that people,survey,-1
1,Statistics,230,give one example of datum collection that involve direct observation,survey,survey,1
1,Statistics,231,give one example of datum collection that involve direct observation,random sampling,survey,-1
1,Statistics,246,give one example of datum collection that involve direct observation,observe something or somebody and take note on what you be observe,survey,-1
1,Statistics,253,give one example of datum collection that involve direct observation,experiment,survey,-1
1,Statistics,276,give one example of datum collection that involve direct observation,0,survey,-1
1,Statistics,283,give one example of datum collection that involve direct observation,h,survey,-1
1,Statistics,284,give one example of datum collection that involve direct observation,survey,survey,1
1,Statistics,290,give one example of datum collection that involve direct observation,surveti,survey,0
1,Statistics,297,give one example of datum collection that involve direct observation,give a survey to p,survey,1
1,Statistics,308,give one example of datum collection that involve direct observation,teacher lesson,survey,-1
1,Statistics,310,give one example of datum collection that involve direct observation,survey,survey,1
1,Statistics,328,give one example of datum collection that involve direct observation,a survey,survey,1
1,Statistics,342,give one example of datum collection that involve direct observation,a survey,survey,1
1,Statistics,349,give one example of datum collection that involve direct observation,naturalistic observation,survey,-1
1,Statistics,457,give one example of datum collection that involve direct observation,experiment,survey,-1
1,Statistics,359,give one example of datum collection that involve direct observation,a survey,survey,1
1,Statistics,400,give one example of datum collection that involve direct observation,a survey,survey,1
1,Statistics,402,give one example of datum collection that involve direct observation,an experiment,survey,-1
1,Statistics,102,what can an experimental study do that an observational study can not,it can determine a cause effect relationship,draw a causation,1
1,Statistics,124,what can an experimental study do that an observational study can not,have more control and can claim causation,draw a causation,1
1,Statistics,125,what can an experimental study do that an observational study can not,manipulate experiment,draw a causation,1
1,Statistics,128,what can an experimental study do that an observational study can not,control outside variable and prevent confound,draw a causation,1
1,Statistics,135,what can an experimental study do that an observational study can not,casual relationship,draw a causation,1
1,Statistics,155,what can an experimental study do that an observational study can not,an experimental study eliminate confound variable,draw a causation,1
1,Statistics,157,what can an experimental study do that an observational study can not,take action interfere control the study,draw a causation,1
1,Statistics,168,what can an experimental study do that an observational study can not,able to influence the study and not just observe,draw a causation,0
1,Statistics,169,what can an experimental study do that an observational study can not,control variable,draw a causation,1
1,Statistics,175,what can an experimental study do that an observational study can not,look at the statistic,draw a causation,-1
1,Statistics,199,what can an experimental study do that an observational study can not,change variable you can get involve in an experimental study but you can only watch in an observatiuo,draw a causation,1
1,Statistics,205,what can an experimental study do that an observational study can not,an experimental study can change or manipulate part of the experiment while an observational study can not,draw a causation,1
1,Statistics,227,what can an experimental study do that an observational study can not,find a cause and effect,draw a causation,1
1,Statistics,230,what can an experimental study do that an observational study can not,determine causation,draw a causation,1
1,Statistics,231,what can an experimental study do that an observational study can not,manipulate variable,draw a causation,1
1,Statistics,246,what can an experimental study do that an observational study can not,an experimental study can allow you to change certain variable and really find out what you be try to learn more about,draw a causation,1
1,Statistics,253,what can an experimental study do that an observational study can not,manipulate variable,draw a causation,1
1,Statistics,276,what can an experimental study do that an observational study can not,explain causation not just correlation,draw a causation,1
1,Statistics,283,what can an experimental study do that an observational study can not,it can determine if there be causation rather than just correlation,draw a causation,1
1,Statistics,284,what can an experimental study do that an observational study can not,tell you the cause,draw a causation,1
1,Statistics,290,what can an experimental study do that an observational study can not,randomization resolve all other factor,draw a causation,0
1,Statistics,297,what can an experimental study do that an observational study can not,you can control for po confound variable,draw a causation,1
1,Statistics,308,what can an experimental study do that an observational study can not,manipulate variable,draw a causation,1
1,Statistics,310,what can an experimental study do that an observational study can not,control for hide variable and not just take datum of themas well,draw a causation,1
1,Statistics,328,what can an experimental study do that an observational study can not,can interpret cause and effect,draw a causation,1
1,Statistics,342,what can an experimental study do that an observational study can not,control lurking variable,draw a causation,1
1,Statistics,349,what can an experimental study do that an observational study can not,explain cause and effect,draw a causation,1
1,Statistics,457,what can an experimental study do that an observational study can not,you can have control and change thing in the experiment,draw a causation,1
1,Statistics,359,what can an experimental study do that an observational study can not,you can control for confound variable in an experimental study by control the input and,draw a causation,1
1,Statistics,400,what can an experimental study do that an observational study can not,an experimental study can determine causal relation,draw a causation,1
1,Statistics,402,what can an experimental study do that an observational study can not,you can have a control,draw a causation,-1
1,Statistics,102,what kind of variable make it difficult to interpret datum,hide variable,lurking confound variable,1
1,Statistics,124,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,125,what kind of variable make it difficult to interpret datum,cofounde,lurking confound variable,1
1,Statistics,128,what kind of variable make it difficult to interpret datum,confound variable variable that you do not see before that could be the link between two other variable,lurking confound variable,1
1,Statistics,135,what kind of variable make it difficult to interpret datum,extraneous variable,lurking confound variable,0
1,Statistics,155,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,157,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,168,what kind of variable make it difficult to interpret datum,confunde,lurking confound variable,1
1,Statistics,169,what kind of variable make it difficult to interpret datum,variable that you can not see,lurking confound variable,0
1,Statistics,175,what kind of variable make it difficult to interpret datum,similar,lurking confound variable,-1
1,Statistics,199,what kind of variable make it difficult to interpret datum,0,lurking confound variable,-1
1,Statistics,205,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,227,what kind of variable make it difficult to interpret datum,compound variable,lurking confound variable,-1
1,Statistics,230,what kind of variable make it difficult to interpret datum,confound,lurking confound variable,1
1,Statistics,231,what kind of variable make it difficult to interpret datum,confound variable make it difficult,lurking confound variable,1
1,Statistics,246,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,253,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,276,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,283,what kind of variable make it difficult to interpret datum,unknown variable that be not measure during the study,lurking confound variable,1
1,Statistics,284,what kind of variable make it difficult to interpret datum,hide variable or third variable,lurking confound variable,1
1,Statistics,290,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,297,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,308,what kind of variable make it difficult to interpret datum,confound,lurking confound variable,1
1,Statistics,310,what kind of variable make it difficult to interpret datum,compound variable,lurking confound variable,1
1,Statistics,328,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,342,what kind of variable make it difficult to interpret datum,lurk or confound variable,lurking confound variable,1
1,Statistics,349,what kind of variable make it difficult to interpret datum,confound,lurking confound variable,1
1,Statistics,457,what kind of variable make it difficult to interpret datum,compound,lurking confound variable,-1
1,Statistics,359,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,400,what kind of variable make it difficult to interpret datum,confound variable,lurking confound variable,1
1,Statistics,402,what kind of variable make it difficult to interpret datum,the confound variable,lurking confound variable,1
1,Statistics,102,what should be do to reduce the chance of unexpected group difference in a study,randomization of the group,randomization,1
1,Statistics,124,what should be do to reduce the chance of unexpected group difference in a study,randomization and have control,randomization,1
1,Statistics,125,what should be do to reduce the chance of unexpected group difference in a study,pay attention to cofounding variable,randomization,-1
1,Statistics,128,what should be do to reduce the chance of unexpected group difference in a study,control the variable like in the cricket exprimment where the researcher control the entirety of the environ,randomization,-1
1,Statistics,135,what should be do to reduce the chance of unexpected group difference in a study,trace backwards pinpoint where mistake occur,randomization,-1
1,Statistics,155,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,157,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,168,what should be do to reduce the chance of unexpected group difference in a study,randomize the group,randomization,1
1,Statistics,169,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,175,what should be do to reduce the chance of unexpected group difference in a study,randomize the variable,randomization,1
1,Statistics,199,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,205,what should be do to reduce the chance of unexpected group difference in a study,randomization of the study to take out a lot of the confound variable,randomization,1
1,Statistics,227,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,230,what should be do to reduce the chance of unexpected group difference in a study,randomization of selection,randomization,1
1,Statistics,231,what should be do to reduce the chance of unexpected group difference in a study,have a control variable,randomization,-1
1,Statistics,246,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,253,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,276,what should be do to reduce the chance of unexpected group difference in a study,randomly choose the member for the experimental group,randomization,1
1,Statistics,283,what should be do to reduce the chance of unexpected group difference in a study,randomize,randomization,1
1,Statistics,284,what should be do to reduce the chance of unexpected group difference in a study,randomize the group,randomization,1
1,Statistics,290,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,297,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,308,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,310,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,328,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,342,what should be do to reduce the chance of unexpected group difference in a study,random selection from the group,randomization,1
1,Statistics,349,what should be do to reduce the chance of unexpected group difference in a study,randomize,randomization,1
1,Statistics,457,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,359,what should be do to reduce the chance of unexpected group difference in a study,randomization can be do as well as multiple trial,randomization,1
1,Statistics,400,what should be do to reduce the chance of unexpected group difference in a study,you should randomize your variable assignment,randomization,1
1,Statistics,402,what should be do to reduce the chance of unexpected group difference in a study,randomization,randomization,1
1,Statistics,102,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,124,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,125,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,128,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,135,in study you report what be happen without influence the activity by any mean,0,observational,-1
1,Statistics,155,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,157,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,168,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,169,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,175,in study you report what be happen without influence the activity by any mean,0,observational,-1
1,Statistics,199,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,205,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,227,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,230,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,231,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,246,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,253,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,276,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,283,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,284,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,290,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,297,in study you report what be happen without influence the activity by any mean,direct observation,observational,1
1,Statistics,308,in study you report what be happen without influence the activity by any mean,confound,observational,-1
1,Statistics,310,in study you report what be happen without influence the activity by any mean,observation,observational,1
1,Statistics,328,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,342,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,349,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,457,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,359,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,400,in study you report what be happen without influence the activity by any mean,observational direct observation,observational,1
1,Statistics,402,in study you report what be happen without influence the activity by any mean,observational,observational,1
1,Statistics,102,in what kind of study do researcher manipulate variable,experimental study,experimental study,1
1,Statistics,124,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,125,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,128,in what kind of study do researcher manipulate variable,experimental study,experimental study,1
1,Statistics,135,in what kind of study do researcher manipulate variable,research study,experimental study,-1
1,Statistics,155,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,157,in what kind of study do researcher manipulate variable,0,experimental study,-1
1,Statistics,168,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,169,in what kind of study do researcher manipulate variable,experimental study,experimental study,1
1,Statistics,175,in what kind of study do researcher manipulate variable,randomize,experimental study,-1
1,Statistics,199,in what kind of study do researcher manipulate variable,experimental study,experimental study,1
1,Statistics,205,in what kind of study do researcher manipulate variable,an experimental study,experimental study,1
1,Statistics,227,in what kind of study do researcher manipulate variable,experiment,experimental study,1
1,Statistics,230,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,231,in what kind of study do researcher manipulate variable,experimental study,experimental study,1
1,Statistics,246,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,253,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,276,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,283,in what kind of study do researcher manipulate variable,experimental study,experimental study,1
1,Statistics,284,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,290,in what kind of study do researcher manipulate variable,randomization,experimental study,-1
1,Statistics,297,in what kind of study do researcher manipulate variable,experiment,experimental study,1
1,Statistics,308,in what kind of study do researcher manipulate variable,experiment,experimental study,1
1,Statistics,310,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,328,in what kind of study do researcher manipulate variable,experimental study,experimental study,1
1,Statistics,342,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,349,in what kind of study do researcher manipulate variable,experiment,experimental study,1
1,Statistics,457,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,359,in what kind of study do researcher manipulate variable,experimental study,experimental study,1
1,Statistics,400,in what kind of study do researcher manipulate variable,experiment,experimental study,1
1,Statistics,402,in what kind of study do researcher manipulate variable,experimental,experimental study,1
1,Statistics,102,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make one of the cricket sick and then see which she choose,manipulate the health of male cricket,1
1,Statistics,124,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomize sickness to some male cricket and control other variable and allow female to choose,manipulate the health of male cricket,1
1,Statistics,125,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make one sick and one healthy,manipulate the health of male cricket,1
1,Statistics,128,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,either observe or do an experimental study and make some cricket randomly sick whilst cont,manipulate the health of male cricket,1
1,Statistics,135,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,inspect their feature see how scared they seem,manipulate the health of male cricket,-1
1,Statistics,155,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomization,manipulate the health of male cricket,-1
1,Statistics,157,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make a select sample sick,manipulate the health of male cricket,1
1,Statistics,168,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,have the same amount of cricket be sick and healthy to insure the,manipulate the health of male cricket,1
1,Statistics,169,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make some sick and keep some healthy,manipulate the health of male cricket,1
1,Statistics,175,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make they sick,manipulate the health of male cricket,1
1,Statistics,199,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make one sick and leave the other one to be healthy,manipulate the health of male cricket,1
1,Statistics,205,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,you should infect some of the male cricket while randomize the infected male age size and other variable of th,manipulate the health of male cricket,1
1,Statistics,227,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make random male cricket sick,manipulate the health of male cricket,1
1,Statistics,230,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make one cricket sick and leave the other healthy,manipulate the health of male cricket,1
1,Statistics,231,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make some of they sick to compare to the heathy one,manipulate the health of male cricket,1
1,Statistics,246,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,have a variety of male cricket who be both healthy and unhealthy and see who the f,manipulate the health of male cricket,1
1,Statistics,253,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,use a sic,manipulate the health of male cricket,-1
1,Statistics,276,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomly make they sick but leave some he,manipulate the health of male cricket,1
1,Statistics,283,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomly select half of the male cricket to be sick in order to ensure other variable do not,manipulate the health of male cricket,1
1,Statistics,284,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomize the cricket size shapet etc,manipulate the health of male cricket,-1
1,Statistics,290,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomization,manipulate the health of male cricket,-1
1,Statistics,297,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomly choose half of the male cricket to make sick,manipulate the health of male cricket,1
1,Statistics,308,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,seperate they into sick and healthy group experiment group see which one the female choose,manipulate the health of male cricket,1
1,Statistics,310,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make male cricket sick at random to see if health,manipulate the health of male cricket,1
1,Statistics,328,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomize which cricket you should infect if,manipulate the health of male cricket,1
1,Statistics,342,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make some of they sick and see which one the femia,manipulate the health of male cricket,1
1,Statistics,349,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomize,manipulate the health of male cricket,-1
1,Statistics,457,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,have the male cricket be sick,manipulate the health of male cricket,1
1,Statistics,359,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,randomize the male cricket population and make sure there ar,manipulate the health of male cricket,-1
1,Statistics,400,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,make half of the male cricket sick and see which o,manipulate the health of male cricket,1
1,Statistics,402,if you want to know whether female cricket choose their mate base on health what should you do to the male cricket,get a random sample of both healthy and sick,manipulate the health of male cricket,1
1,Statistics,102,name one potential disadvantage of experiment,expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,124,name one potential disadvantage of experiment,expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,125,name one potential disadvantage of experiment,biased experiment,unethical not interested in causality expensive or difficult to run,-1
1,Statistics,128,name one potential disadvantage of experiment,there be bias it can be expensive it can be difficult to create a control environment,unethical not interested in causality expensive or difficult to run,1
1,Statistics,135,name one potential disadvantage of experiment,harm to the environment or people involve w/ the experiment,unethical not interested in causality expensive or difficult to run,0
1,Statistics,155,name one potential disadvantage of experiment,they can be expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,157,name one potential disadvantage of experiment,bias,unethical not interested in causality expensive or difficult to run,-1
1,Statistics,168,name one potential disadvantage of experiment,can have bias amon the researcher,unethical not interested in causality expensive or difficult to run,-1
1,Statistics,169,name one potential disadvantage of experiment,can not find causation only correlation,unethical not interested in causality expensive or difficult to run,1
1,Statistics,175,name one potential disadvantage of experiment,have bias datum,unethical not interested in causality expensive or difficult to run,-1
1,Statistics,199,name one potential disadvantage of experiment,there may be some sort of insider knowledge or bias that can ruin the result,unethical not interested in causality expensive or difficult to run,-1
1,Statistics,205,name one potential disadvantage of experiment,they be sometimes costly,unethical not interested in causality expensive or difficult to run,1
1,Statistics,227,name one potential disadvantage of experiment,they be expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,230,name one potential disadvantage of experiment,can be unethical,unethical not interested in causality expensive or difficult to run,1
1,Statistics,231,name one potential disadvantage of experiment,they can be unethical,unethical not interested in causality expensive or difficult to run,1
1,Statistics,246,name one potential disadvantage of experiment,expensive to run costly,unethical not interested in causality expensive or difficult to run,1
1,Statistics,253,name one potential disadvantage of experiment,costly,unethical not interested in causality expensive or difficult to run,1
1,Statistics,276,name one potential disadvantage of experiment,they can be unethical,unethical not interested in causality expensive or difficult to run,1
1,Statistics,283,name one potential disadvantage of experiment,they could be unethical,unethical not interested in causality expensive or difficult to run,1
1,Statistics,284,name one potential disadvantage of experiment,they be very expensive unethical or just can not do they,unethical not interested in causality expensive or difficult to run,1
1,Statistics,290,name one potential disadvantage of experiment,can be unethical,unethical not interested in causality expensive or difficult to run,1
1,Statistics,297,name one potential disadvantage of experiment,they can be expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,308,name one potential disadvantage of experiment,expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,310,name one potential disadvantage of experiment,unethical,unethical not interested in causality expensive or difficult to run,1
1,Statistics,328,name one potential disadvantage of experiment,they may be unethical,unethical not interested in causality expensive or difficult to run,1
1,Statistics,342,name one potential disadvantage of experiment,they can not be unethical,unethical not interested in causality expensive or difficult to run,1
1,Statistics,349,name one potential disadvantage of experiment,expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,457,name one potential disadvantage of experiment,expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,359,name one potential disadvantage of experiment,it can be unethical to preform an experiment like the cancer exper,unethical not interested in causality expensive or difficult to run,1
1,Statistics,400,name one potential disadvantage of experiment,they be expensive,unethical not interested in causality expensive or difficult to run,1
1,Statistics,402,name one potential disadvantage of experiment,people not participate,unethical not interested in causality expensive or difficult to run,-1
1,Statistics,102,what sampling method ensure that every member of the sample have an equal chance of be pick,random sampling,simple random sampling,1
1,Statistics,124,what sampling method ensure that every member of the sample have an equal chance of be pick,random sampling,simple random sampling,1
1,Statistics,125,what sampling method ensure that every member of the sample have an equal chance of be pick,sr0,simple random sampling,1
1,Statistics,128,what sampling method ensure that every member of the sample have an equal chance of be pick,random sampling,simple random sampling,1
1,Statistics,135,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,155,what sampling method ensure that every member of the sample have an equal chance of be pick,simple population sampling,simple random sampling,-1
1,Statistics,157,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sample,simple random sampling,1
1,Statistics,168,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,169,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sample,simple random sampling,1
1,Statistics,175,what sampling method ensure that every member of the sample have an equal chance of be pick,s,simple random sampling,-1
1,Statistics,199,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,205,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,227,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,230,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sample,simple random sampling,1
1,Statistics,231,what sampling method ensure that every member of the sample have an equal chance of be pick,random sample,simple random sampling,1
1,Statistics,246,what sampling method ensure that every member of the sample have an equal chance of be pick,standard random sampling,simple random sampling,1
1,Statistics,253,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,276,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,283,what sampling method ensure that every member of the sample have an equal chance of be pick,srs simple random sampling,simple random sampling,1
1,Statistics,284,what sampling method ensure that every member of the sample have an equal chance of be pick,unbiased selection,simple random sampling,-1
1,Statistics,290,what sampling method ensure that every member of the sample have an equal chance of be pick,stratify sample,simple random sampling,-1
1,Statistics,297,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,308,what sampling method ensure that every member of the sample have an equal chance of be pick,equal sampling,simple random sampling,-1
1,Statistics,310,what sampling method ensure that every member of the sample have an equal chance of be pick,representative sample,simple random sampling,-1
1,Statistics,328,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sample srs,simple random sampling,1
1,Statistics,342,what sampling method ensure that every member of the sample have an equal chance of be pick,random sampling,simple random sampling,1
1,Statistics,349,what sampling method ensure that every member of the sample have an equal chance of be pick,randomization,simple random sampling,1
1,Statistics,457,what sampling method ensure that every member of the sample have an equal chance of be pick,random sampling,simple random sampling,1
1,Statistics,359,what sampling method ensure that every member of the sample have an equal chance of be pick,random sampling,simple random sampling,1
1,Statistics,400,what sampling method ensure that every member of the sample have an equal chance of be pick,simple random sampling,simple random sampling,1
1,Statistics,402,what sampling method ensure that every member of the sample have an equal chance of be pick,random sampling,simple random sampling,1
1,Statistics,102,over- or under representation of some group in the population produce a bias,0,selection bias,-1
1,Statistics,124,over- or under representation of some group in the population produce a bias,representational,selection bias,-1
1,Statistics,125,over- or under representation of some group in the population produce a bias,representation,selection bias,-1
1,Statistics,128,over- or under representation of some group in the population produce a bias,selection I be not sure that be in the middle I be a victim of primacy recency,selection bias,1
1,Statistics,135,over- or under representation of some group in the population produce a bias,confirmation,selection bias,-1
1,Statistics,155,over- or under representation of some group in the population produce a bias,non representative,selection bias,-1
1,Statistics,157,over- or under representation of some group in the population produce a bias,0,selection bias,-1
1,Statistics,168,over- or under representation of some group in the population produce a bias,sample,selection bias,-1
1,Statistics,169,over- or under representation of some group in the population produce a bias,misrepresentation,selection bias,-1
1,Statistics,175,over- or under representation of some group in the population produce a bias,0,selection bias,-1
1,Statistics,199,over- or under representation of some group in the population produce a bias,representation,selection bias,-1
1,Statistics,205,over- or under representation of some group in the population produce a bias,representation bias,selection bias,-1
1,Statistics,227,over- or under representation of some group in the population produce a bias,group,selection bias,-1
1,Statistics,230,over- or under representation of some group in the population produce a bias,sample bias,selection bias,-1
1,Statistics,231,over- or under representation of some group in the population produce a bias,sample,selection bias,-1
1,Statistics,246,over- or under representation of some group in the population produce a bias,generalization,selection bias,-1
1,Statistics,253,over- or under representation of some group in the population produce a bias,group,selection bias,-1
1,Statistics,276,over- or under representation of some group in the population produce a bias,pop,selection bias,-1
1,Statistics,283,over- or under representation of some group in the population produce a bias,representation,selection bias,-1
1,Statistics,284,over- or under representation of some group in the population produce a bias,clear,selection bias,-1
1,Statistics,290,over- or under representation of some group in the population produce a bias,population,selection bias,-1
1,Statistics,297,over- or under representation of some group in the population produce a bias,convenience,selection bias,-1
1,Statistics,308,over- or under representation of some group in the population produce a bias,0,selection bias,-1
1,Statistics,310,over- or under representation of some group in the population produce a bias,experimental bias,selection bias,-1
1,Statistics,328,over- or under representation of some group in the population produce a bias,sample,selection bias,-1
1,Statistics,342,over- or under representation of some group in the population produce a bias,proximity,selection bias,-1
1,Statistics,349,over- or under representation of some group in the population produce a bias,generalization,selection bias,-1
1,Statistics,457,over- or under representation of some group in the population produce a bias,person,selection bias,-1
1,Statistics,359,over- or under representation of some group in the population produce a bias,selection bias representation bias,selection bias,1
1,Statistics,400,over- or under representation of some group in the population produce a bias,selection,selection bias,1
1,Statistics,402,over- or under representation of some group in the population produce a bias,sample,selection bias,-1
1,Statistics,102,what kind of bias can be produce by participant unwillingness to participate,0,nonresponse bias,-1
1,Statistics,124,what kind of bias can be produce by participant unwillingness to participate,bias,nonresponse bias,-1
1,Statistics,125,what kind of bias can be produce by participant unwillingness to participate,participation bias,nonresponse bias,-1
1,Statistics,128,what kind of bias can be produce by participant unwillingness to participate,nonresponse bias,nonresponse bias,1
1,Statistics,135,what kind of bias can be produce by participant unwillingness to participate,nonresponse,nonresponse bias,1
1,Statistics,155,what kind of bias can be produce by participant unwillingness to participate,un responsive bias,nonresponse bias,1
1,Statistics,157,what kind of bias can be produce by participant unwillingness to participate,no response bias,nonresponse bias,1
